SALE TYPE,SOLD DATE,PROPERTY.TYPE,ADDRESS,CITY,STATE.OR.PROVINCE,ZIP.OR.POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4111 Shorecrest Dr,Dallas,TX,75209,2250000,5,5.5,Cullum Earl W,5003,84681,1948,7,450,,Active,,,14405089,N,Y,32.8589659,-96.8421817
MLS Listing,,Single Family Residential,116 S Joplin Rd,Kennedale,TX,76060,350000,3,2.5,Rayburn L C Sub,1644,84071,1982,24,213,,Active,,,14396508,N,Y,32.6368586,-97.1891585
MLS Listing,,Single Family Residential,1190 Eubanks Rd,Combine,TX,75159,299900,4,2,G W Mitchell,2210,83200,1985,5,136,,Active,,,14410105,N,Y,32.5605541,-96.5019145
MLS Listing,,Single Family Residential,1201 N Creek,Waxahachie,TX,75165,474900,5,2.5,Sanger Creek 1.870 Acres,3052,81457,1985,4,156,,Active,,,14410306,N,Y,32.469945,-96.814722
MLS Listing,,Townhouse,1801 Annex Ave #504,Dallas,TX,75204,470000,3,3,CITYSCAPE PLAZA TOWNHOMES,2294,79715,2016,39,205,189,Active,,,14379599,N,Y,32.8044781,-96.7797069
MLS Listing,,Single Family Residential,368 Wagon Trl,Rockwall,TX,75032,580000,4,3,Chisholm Ranch Estates,3021,79279,2014,45,192,38,Active,,,14377013,N,Y,32.8203166,-96.3591925
MLS Listing,,Single Family Residential,2971 American Sparrow Dr,Midlothian,TX,76065,935000,4,3.5,The Aviary,4567,78931,2015,38,205,58,Active,,,14385015,N,Y,32.51516,-96.941
MLS Listing,,Multi-Family (2-4 Unit),808 Midcreek Dr,Euless,TX,76039,199900,3,2,Woodcreek Add,1216,4661,1982,1,164,,Active,,,14414969,N,Y,32.84805,-97.079868
MLS Listing,,Condo/Co-op,1918 Olive St #1001,Dallas,TX,75201,1545000,2,2,Museum Tower Condo,2407,,2012,1,642,2166,Active,,,14415011,N,Y,32.7892661,-96.8005498
MLS Listing,,Single Family Residential,1501 Noble Way,Flower Mound,TX,75022,3100000,7,8,Point Noble,9448,78452,2005,28,328,167,Active,,,14391439,N,Y,33.0069389,-97.1104932
MLS Listing,,Single Family Residential,2422 Creekwood Dr,Cedar Hill,TX,75104,1800000,7,8.5,Lake Ridge Sec 17,8320,77450,2006,20,216,31,Active,,,14399300,N,Y,32.5431465,-96.9986531
MLS Listing,,Vacant Land,0 Cedar,Forney,TX,75126,80000,0,,Forney Rev,,8668,,1,,,Active,,,14414925,N,Y,32.746567,-96.46855
MLS Listing,,Single Family Residential,126 Livestock Dr,Rockwall,TX,75032,549000,4,4,Chisholm Ranch Estates,3423,75228,2013,25,160,38,Active,,,14393009,N,Y,32.8200896,-96.3619357
MLS Listing,,Single Family Residential,5809 Southern Hills Dr,Flower Mound,TX,75022,1300000,5,6,The Estates At Tour 18 Sec 3,6000,74705,1999,46,217,271,Active,,,14376962,N,Y,33.0647384,-97.1661892
MLS Listing,,Single Family Residential,4304 Boulder Dr,Parker,TX,75002,800000,4,3.5,Springhill Estates,4760,74488,1998,28,168,59,Active,,,14391926,N,Y,33.0592876,-96.6480485
MLS Listing,,Single Family Residential,6372 Smoke Ln,Scurry,TX,75158,149000,3,2,Beautiful Acres East,1254,74052,1996,28,119,,Active,,,14391346,N,Y,32.440397,-96.352798
MLS Listing,,Single Family Residential,297 Ridgemont Dr,Heath,TX,75126,899000,5,4.5,The Ridge,4270,73181,2003,18,211,50,Active,,,14391235,N,Y,32.8259953,-96.4583563
MLS Listing,,Single Family Residential,2118 Miracle Point Dr,Southlake,TX,76092,2800000,6,7,Miracle Point,6690,72745,2007,17,419,67,Active,,,14393251,N,Y,32.932178,-97.1178942
MLS Listing,,Single Family Residential,2800 Rainforest Ct,Southlake,TX,76092,925000,4,6,Rainforest Add,4156,70654,1985,24,223,,Active,,,14396435,N,Y,32.9481147,-97.106814
MLS Listing,,Single Family Residential,5636 Shallow Creek Dr,Midlothian,TX,76065,468869,3,3,Shallow Creek Estate Ph 3,2941,70567,1985,13,159,,Active,,,14387264,N,Y,32.4228386,-96.9768281
MLS Listing,,Condo/Co-op,4227 Holland Ave #104,Dallas,TX,75219,625000,2,2.5,Bowser & Lemmons Oaklawn,2228,7841,2019,1,281,237,Active,,,14413840,N,Y,32.8178209,-96.8091539
MLS Listing,,Condo/Co-op,4227 Holland Ave #103,Dallas,TX,75219,625000,2,2.5,Bowser & Lemmons Oaklawn,2154,7841,2019,1,290,237,Active,,,14413106,N,Y,32.8178209,-96.8091539
MLS Listing,,Single Family Residential,10 HOME Pl,Dalworthington Gardens,TX,76016,1450000,5,7.5,Ashworth Homeplace,10130,70001,1991,16,143,240,Active,,,14402158,N,Y,32.6820924,-97.158867
MLS Listing,,Condo/Co-op,4227 Holland Ave #102,Dallas,TX,75219,625000,2,2.5,Bowser & Lemmons Oaklawn,2154,7841,2019,1,290,237,Active,,,14413063,N,Y,32.8178209,-96.8091539
MLS Listing,,Single Family Residential,7815 Rendon Oaks Dr,Burleson,TX,76028,315000,3,2,Rendon Oaks Add,1996,69260,1970,10,158,,Active,,,14404347,N,Y,32.5597437,-97.2346026
MLS Listing,,Single Family Residential,5808 Southern Hills Dr,Flower Mound,TX,75022,1399999,5,5.5,The Estates At Tour 18 Sec 3,6418,67039,1998,3,218,271,Active,,,14414035,N,Y,33.0645196,-97.1654317
MLS Listing,,Condo/Co-op,7731 Meadow Park Dr #218,Dallas,TX,75230,190000,2,2,Park Meadow Condo,1126,66385,1965,1,169,501,Active,,,14414539,N,Y,32.8855615,-96.7742302
MLS Listing,,Single Family Residential,312 Black Dr,Colleyville,TX,76034,2875000,6,8,Panno Add,11210,66211,2000,1,256,,Active,,,14414638,N,Y,32.8790204,-97.1630961
MLS Listing,,Single Family Residential,917 Slippery Elm Dr,Ovilla,TX,75154,305000,3,2.5,Ovilla Oaks #2,2628,65776,1984,13,116,,Active,,,14405118,N,Y,32.5138228,-96.8828952
MLS Listing,,Single Family Residential,700 Saddlebrook Dr,Lucas,TX,75002,749900,4,3.5,Saddlebrook Estates Ph I,4600,65776,2002,35,163,58,Active,,,14381995,N,Y,33.0941477,-96.596901
MLS Listing,,Single Family Residential,9389 County Road 865,Princeton,TX,75407,300000,3,2,Bratonia Cove,1611,65688,1984,31,186,,Active,,,14390356,N,Y,33.1106853,-96.5116214
MLS Listing,,Single Family Residential,4301 Glen Meadows Dr,Parker,TX,75002,875000,4,4,Knolls Of Springhill,4618,65340,2000,1,189,58,Active,,,14414657,N,Y,33.0713807,-96.6477979
MLS Listing,,Single Family Residential,1720 Bison Meadow Ln,Heath,TX,75032,1399900,6,5.5,Hills Of Buffalo Creek,7983,65340,2005,11,175,54,Active,,,14406492,N,Y,32.8640432,-96.4475547
MLS Listing,,Single Family Residential,180 Lake Trail Dr,Double Oak,TX,75077,735000,4,4.5,Twin Lakes Estates,4248,65340,1996,25,173,38,Active,,,14392483,N,Y,33.0625544,-97.102922
MLS Listing,,Single Family Residential,2005 Broken Lance Ln,Rockwall,TX,75032,629000,5,4,Oaks of Buffalo Way,3929,64904,2003,12,160,67,Active,,,14404157,N,Y,32.8789576,-96.4339044
MLS Listing,,Single Family Residential,3911 Swan Lake Dr,Midlothian,TX,76065,565000,4,4,Shiloh Forest Ph II,4242,63031,2009,4,133,29,Active,,,14413079,N,Y,32.5236419,-96.9139956
MLS Listing,,Vacant Land,1232 Serenity Ct,Grand Prairie,TX,75104,60000,0,,Lake Rdg Sec 20,,33803,,1,,100,Active,,,14414640,N,Y,32.55926,-97.031287
MLS Listing,,Multi-Family (5+ Unit),4400 San Jacinto St,Dallas,TX,75204,1950000,0,,A J Porters,7068,11369,1958,1,276,,Active,,,14414952,N,Y,32.800959,-96.779792
MLS Listing,,Single Family Residential,628 Rustic Ridge Dr,Heath,TX,75032,2250000,5,6,Ridge Lakes Ph 1,7850,62683,2017,51,287,100,Active,,,14369635,N,Y,32.8547024,-96.4414427
MLS Listing,,Single Family Residential,7200 Evergreen Rd,Richland Hills,TX,76118,529000,3,4,Richland Hills Add,3074,61420,1957,38,172,,Active,,,14371080,N,Y,32.8200332,-97.2239743
MLS Listing,,Single Family Residential,200 Glade Rd,Colleyville,TX,76034,1800000,5,6,Kamego Addition,6557,60984,2005,16,275,,Active,,,14392463,N,Y,32.8815278,-97.1656
MLS Listing,,Vacant Land,3713 Chaha Rd,Rowlett,TX,75088,550000,0,,,,124974,,1,,,Active,,,14414936,N,Y,32.883982,-96.566489
MLS Listing,,Single Family Residential,23 Norman Trl,Rockwall,TX,75087,599998,4,3.5,Lakehill #2,3346,60984,1984,52,179,,Active,,,14375106,N,Y,32.947982,-96.4417904
MLS Listing,,Single Family Residential,7320 Trianon Ct,Colleyville,TX,76034,1750000,4,4.5,Tanglewood Add,5319,59634,2007,6,329,417,Active,,,14403426,N,Y,32.9170492,-97.1450664
MLS Listing,,Single Family Residential,9420 Hathaway St,Dallas,TX,75220,3450000,5,6.5,Holmes,10255,58937,1997,1,336,,Active,,,14415173,N,Y,32.8715852,-96.8117805
MLS Listing,,Condo/Co-op,1200 Main St #803,Dallas,TX,75202,239000,1,1,Metropolitan 1200 Main St Condo,757,44997,1974,1,316,351,Active,,,14414915,N,Y,32.7800768,-96.8011677
MLS Listing,,Single Family Residential,1090 Peppy San Dr,Lucas,TX,75002,682990,5,4.5,Lakeview Downs,3769,57020,2020,8,181,75,Active,,,14405263,N,Y,33.097895,-96.546963
MLS Listing,,Single Family Residential,1241 Pratt Rd,Red Oak,TX,75154,245000,3,2,Wm Morgan,1440,56889,1969,27,170,,Active,,,14392259,N,Y,32.5347843,-96.7538531
MLS Listing,,Condo/Co-op,8110 Skillman St Unit 1044H,Dallas,TX,75231,62500,2,1,windtree condo,723,343035,1980,1,86,248,Active,,,14414911,N,Y,32.8893892,-96.7302036
MLS Listing,,Single Family Residential,1204 Whispering Oaks Dr,DeSoto,TX,75115,525000,4,4.5,Frost Farms,4375,56715,1985,5,120,33,Active,,,14411262,N,Y,32.6120705,-96.8841524
MLS Listing,,Single Family Residential,1521 Meandering Way Dr,Westlake,TX,76262,4200000,5,7,"Quail Hollow, Phase II B",7810,56192,2020,12,538,458,Active,,,14398520,N,Y,32.9726111,-97.1816783
MLS Listing,,Single Family Residential,3209 River Bend Dr,Hurst,TX,76054,450000,4,2.5,Mill Creek West Add,3049,55670,1999,5,148,10,Active,,,14408442,N,Y,32.8780173,-97.1748591
MLS Listing,,Single Family Residential,10427 Lennox Ln,Dallas,TX,75229,2995000,6,8.5,Roxbury Park,9235,55321,1983,7,324,,Active,,,14403056,N,Y,32.8877833,-96.8282809
MLS Listing,,Single Family Residential,2006 Navasota Cv,Westlake,TX,76262,7994000,5,6.5,Vaquero Arthur,12665,54624,2003,6,631,438,Active,,,14397251,N,Y,32.9659367,-97.1890026
MLS Listing,,Single Family Residential,1651 Morgan Rd,Southlake,TX,76092,1749000,5,5.5,Cedar Oaks Estates Add,6407,53361,2008,48,273,,Active,,,14372725,N,Y,32.9628306,-97.1782804
MLS Listing,,Single Family Residential,5225 Lantern Ln,Dallas,TX,75236,300000,3,2,Ballard Add,2627,53143,1985,3,114,,Active,,,14408831,N,Y,32.683077,-96.9187122
MLS Listing,,Single Family Residential,2221 Hamilton St,Nevada,TX,75173,353675,4,2,Summerlin,2417,53143,2020,10,146,,Active,,,14408334,N,Y,33.09464,-96.353504
MLS Listing,,Single Family Residential,7221 Brooke Blvd,Midlothian,TX,76065,509000,4,4,Hidden Acres Ph I,3568,51488,2005,32,143,13,Active,,,14388567,N,Y,32.5067325,-96.9015034
MLS Listing,,Townhouse,3817 N Rawlins St #104,Dallas,TX,75219,389999,2,2.5,Tall Tree Condo,1121,51009,1980,45,348,277,Active,,,14380295,N,Y,32.8110104,-96.8069412
MLS Listing,,Multi-Family (2-4 Unit),409 W Pembroke Ave,Dallas,TX,75208,210000,4,,Dallas Land & Loan 02,1344,4008,1930,1,156,,Active,,,14414876,N,Y,32.738552,-96.8287068
MLS Listing,,Single Family Residential,1531 N Buckner Blvd,Dallas,TX,75218,699000,5,3,Casa Linda Estates,2836,50617,1952,17,246,,Active,,,14401954,N,Y,32.8263609,-96.6977951
MLS Listing,,Single Family Residential,6257 Toscana Cir,Fort Worth,TX,76140,410000,4,2.5,Tuscany Valley Estates,2898,50530,2004,7,141,29,Active,,,14409751,N,Y,32.5939233,-97.2240586
MLS Listing,,Single Family Residential,955 Moon Deck Trl,Lucas,TX,75002,704990,3,3.5,Lakeview Downs,3803,50268,2020,5,185,75,Active,,,14409880,N,Y,33.095627,-96.541887
MLS Listing,,Single Family Residential,2204 Hickory Tree Rd,Balch Springs,TX,75180,250000,3,1,H B Wyatts,1260,50094,1937,5,198,,Active,,,14411851,N,Y,32.7395064,-96.6221879
MLS Listing,,Single Family Residential,975 Moon Deck Trl,Lucas,TX,75002,679990,4,3,Lakeview Downs,3578,48787,2020,1,190,75,Active,,,14414768,N,Y,33.096096,-96.541188
MLS Listing,,Single Family Residential,1604 Kings Ct,Southlake,TX,76092,975000,5,5,Coventry Manor Add,4968,48744,1996,44,196,73,Active,,,14374793,N,Y,32.9606868,-97.1676201
MLS Listing,,Condo/Co-op,2100 Friendly Dr #3024,Arlington,TX,76011,151000,2,2,CLOISTERS CONDOMINIUMS,1229,,1982,1,123,296,Active,,,14413976,N,Y,32.7668208,-97.0926426
MLS Listing,,Single Family Residential,6410 Kingston Dr,Midlothian,TX,76065,439900,4,3,Shiloh Forest Ph II,2695,48700,2010,11,163,25,Active,,,14405204,N,Y,32.5180856,-96.9130523
MLS Listing,,Single Family Residential,7913 Blenheim Pl,Fort Worth,TX,76120,1799000,5,6.5,Somerset Estates,8037,48352,2006,6,224,467,Active,,,14410505,N,Y,32.7349237,-97.1848255
MLS Listing,,Single Family Residential,1243 W Secretariat Dr,Terrell,TX,75160,459900,4,4,Winners Circle 1 & 2 & 3 & 4,3252,48003,2003,1,141,38,Active,,,14373093,N,Y,32.686864,-96.405421
MLS Listing,,Single Family Residential,10 Keswick Ct,Heath,TX,75032,785000,4,3.5,Wyndemere,4716,48003,2005,11,166,52,Active,,,14402885,N,Y,32.8508798,-96.4781953
MLS Listing,,Single Family Residential,14033 Paterson,Talty,TX,75126,389900,4,2.5,Founders Add Ph 1,2908,48003,2007,51,134,33,Active,,,14375172,N,Y,32.688541,-96.419611
MLS Listing,,Condo/Co-op,4240 Prescott Ave Unit 7D,Dallas,TX,75219,689000,2,2.5,Park Highlander Condos,2255,28662,2004,1,306,1488,Active,,,14412822,N,Y,32.8213382,-96.8026944
MLS Listing,,Single Family Residential,4801 Fulbrook Dr,Parker,TX,75002,847306,5,4,Parker Ranch,4650,47916,2020,2,182,83,Active,,,14414366,N,Y,33.079802,-96.638978
MLS Listing,,Single Family Residential,4805 Fulbrook Dr,Parker,TX,75002,893849,6,5,Parker Ranch,5104,47916,2020,2,175,83,Active,,,14414353,N,Y,33.079796,-96.638419
MLS Listing,,Single Family Residential,7150 Hightower,North Richland Hills,TX,76182,620000,4,3.5,Maloney addition,2004,47916,2002,24,309,,Active,,,14397606,N,Y,32.8746411,-97.2277652
MLS Listing,,Multi-Family (2-4 Unit),9807 Crest Meadow Dr,Dallas,TX,75230,750000,6,4,Crestline Meadow Estates,3949,6186,1967,1,190,,Active,,,14410738,N,Y,32.880708,-96.783861
MLS Listing,,Single Family Residential,131 Highview Dr,Double Oak,TX,75077,475000,3,2,Cross Timbers 3,2709,47611,1983,11,175,,Active,,,14405978,N,Y,33.0661426,-97.0987235
MLS Listing,,Single Family Residential,11595 E Ricks Cir,Dallas,TX,75230,2995000,5,7,Hillcrest Estates,8783,47045,2006,4,341,,Active,,,14412711,N,Y,32.9058166,-96.7932822
MLS Listing,,Single Family Residential,5240 Northaven Rd,Dallas,TX,75229,1550000,4,3.5,Russwood Acres 2nd Inst,4103,47045,1964,4,378,,Active,,,14411972,N,Y,32.9018867,-96.8171381
MLS Listing,,Single Family Residential,980 Sugar Bars Dr,Lucas,TX,75002,727990,4,3.5,Lakeview Downs,3872,47001,2020,7,188,75,Active,,,14410051,N,Y,33.096466,-96.54391
MLS Listing,,Single Family Residential,1360 Woodbrook Ln,Southlake,TX,76092,679000,3,2.5,Cross Timber Hills Add,2611,45607,1984,3,260,8,Active,,,14413794,N,Y,32.954637,-97.1765216
MLS Listing,,Single Family Residential,4001 Southfork Rd,Southlake,TX,76092,1390000,4,4.5,Clariden Ranch Ph Ia,5502,45433,2011,14,253,78,Active,,,14393584,N,Y,32.9945003,-97.1634538
MLS Listing,,Single Family Residential,144 Cooper Ct,Springtown,TX,76082,364990,4,3,Wellington Addition,2629,45390,2020,10,139,,Active,,,14408551,N,Y,32.754943,-97.114451
MLS Listing,,Single Family Residential,10069 Greyson Dr,Forney,TX,75126,375000,4,2,Hunters Glen Estates,2247,45302,2011,6,167,,Active,,,14409318,N,Y,32.7104345,-96.4334675
MLS Listing,,Single Family Residential,109 Sunbird Ln,Sunnyvale,TX,75182,535000,4,3,Town East Park,4119,45302,1986,9,130,,Active,,,14406339,N,Y,32.7986326,-96.5914778
MLS Listing,,Single Family Residential,1041 Falcon Creek Dr,Kennedale,TX,76060,775000,3,3,Falcon Wood Estates,4029,45302,2008,36,192,67,Active,,,14385874,N,Y,32.6361159,-97.1949808
MLS Listing,,Vacant Land,5031 Watson Dr,Dallas,TX,75241,49000,0,,Goldmine 03,,10890,,1,,,Active,,,14414075,N,Y,32.6889437,-96.775813
MLS Listing,,Single Family Residential,4401 Trotter Ln,Flower Mound,TX,75028,764900,4,3,Saddle Oaks Add,4143,45041,2001,18,185,29,Active,,,14386936,N,Y,33.0460204,-97.1019158
MLS Listing,,Single Family Residential,205 N Hill Ct,Double Oak,TX,75077,689999,4,3,The Hills Of Chinn Chapel,4722,44997,1995,40,146,,Active,,,14383483,N,Y,33.0665754,-97.0900816
MLS Listing,,Single Family Residential,4000 Morris Ln,Arlington,TX,76016,333000,3,2,Kelly S D Sub,1570,44867,1973,18,212,,Active,,,14399410,N,Y,32.6837221,-97.18718
MLS Listing,,Single Family Residential,415 Rugged Dr,Red Oak,TX,75154,369000,4,2.5,Hidden Creek Ph II,2494,44867,2006,26,148,,Active,,,14391684,N,Y,32.5418723,-96.7504656
MLS Listing,,Single Family Residential,11515 Hillcrest Rd,Dallas,TX,75230,3400000,4,5.5,Claudney Acres,6363,44605,1989,3,534,,Active,August-22-2020 01:00 PM,August-22-2020 03:00 PM,14413201,N,Y,32.9056019,-96.7875927
MLS Listing,,Single Family Residential,2030 Chatfield Ln,Lucas,TX,75002,850000,5,5,Claremont Spgs Add Ph II,5776,44126,2009,4,147,83,Active,August-22-2020 01:00 PM,August-22-2020 03:00 PM,14406000,N,Y,33.0956383,-96.6084166
MLS Listing,,Single Family Residential,3102 Larkin Ln,Rowlett,TX,75089,434900,4,3,Chandler Park 04 Rep,3750,44039,1982,2,116,,Active,,,14414276,N,Y,32.9278001,-96.5701854
MLS Listing,,Single Family Residential,430 Revielle Rd,Waxahachie,TX,75167,515000,4,3,Legacy Estates Ph 1,3785,43952,2017,37,136,33,Active,,,14382754,N,Y,32.486433,-96.891292
MLS Listing,,Single Family Residential,505 Clariden Ranch Rd,Southlake,TX,76092,1250000,5,4.5,Clariden Ranch Ph III,6304,43908,2006,16,198,78,Active,,,14402876,N,Y,32.9918963,-97.1638325
MLS Listing,,Single Family Residential,501 Fox Gln,Southlake,TX,76092,929000,5,5,Fox Hollow Add,4307,43865,1997,3,216,25,Active,,,14413667,N,Y,32.9624316,-97.1559005
MLS Listing,,Single Family Residential,3810 Wild Flower Ln,Nevada,TX,75173,429900,4,3,Estates Of Lakeshore Ph I The,3008,43821,2018,17,143,62,Active,,,14399459,N,Y,33.084542,-96.427268
MLS Listing,,Single Family Residential,105 Welford Ln,Southlake,TX,76092,1055000,4,4,Wingate Hill Sub,5024,43647,2005,11,210,42,Active,,,14382479,N,Y,32.981744,-97.1550168
MLS Listing,,Single Family Residential,105 Waldrum Rd,Combine,TX,75159,435900,5,3,Waldrum Add,3157,43647,2018,16,138,,Active,,,14403065,N,Y,32.6035067,-96.5219742
MLS Listing,,Single Family Residential,843 Providence Way,Heath,TX,75032,899900,4,4.5,Providence Add,4257,43647,2020,26,211,63,Active,,,14393563,N,Y,32.849324,-96.453555
MLS Listing,,Single Family Residential,3504 Woodland Hills Ct,Flower Mound,TX,75022,1480000,5,6.5,Chimney Rock,6049,43647,2007,42,245,108,Active,,,14377856,N,Y,33.0353752,-97.1545961
MLS Listing,,Vacant Land,457 Breezeway Ct,Cedar Hill,TX,75104,70000,0,,Lake Ridge Sec 09 Ph 02,,22085,,1,,33,Active,,,14414692,N,Y,32.579005,-97.001995
MLS Listing,,Single Family Residential,2144 Narrow Rd,Lucas,TX,75002,737990,4,4.5,Lakeview Downs,4530,43604,2020,8,163,75,Active,,,14405276,N,Y,33.09409,-96.542436
MLS Listing,,Single Family Residential,1521 Moss Ln,Southlake,TX,76092,2999999,6,6.5,Moss Farms,7820,43604,2019,35,384,250,Active,,,14383982,N,Y,32.961548,-97.120895
MLS Listing,,Single Family Residential,2 Washington Rd,Princeton,TX,75407,240050,4,2,Patriot Place,2001,43560,2021,4,120,,Active,,,14413094,N,Y,33.082789,-96.501683
MLS Listing,,Single Family Residential,2619 S Fm 148,Crandall,TX,75114,80000,3,2,Wynchase Crossing 1 & 2,1593,43560,2002,4,50,13,Active,,,14412707,N,Y,32.598563,-96.434085
MLS Listing,,Single Family Residential,120 Fawn Hollow Dr,Argyle,TX,76226,524900,3,3,Canyon Oaks,2554,43560,1986,5,206,20,Active,,,14409560,N,Y,33.0801036,-97.112869
MLS Listing,,Single Family Residential,12011 Saint Patricks Dr,Talty,TX,75126,450000,3,2.5,"Shamrock Ridge Ph 3, 4, 5, 6,",2161,43560,2002,6,208,25,Active,,,14410506,N,Y,32.7052387,-96.3925023
MLS Listing,,Single Family Residential,1164 E Oaklawn Dr,Talty,TX,75160,470000,4,3,Winners Circle 1 & 2 & 3 & 4,3335,43560,2000,6,141,33,Active,,,14411220,N,Y,32.6858054,-96.3969428
MLS Listing,,Single Family Residential,263 Pheasant Hill Dr,McLendon Chisholm,TX,75032,489000,4,3,Quail Creek Ph 2,3145,43560,2003,7,155,35,Active,,,14408671,N,Y,32.8754659,-96.3877526
MLS Listing,,Condo/Co-op,401 Pebble Way #240,Arlington,TX,76006,112500,1,1,Columbine The A Condo,698,1655,1983,1,161,226,Active,,,14412740,N,Y,32.7824652,-97.1134123
MLS Listing,,Single Family Residential,1 Washington Rd,Princeton,TX,75407,243700,5,2,Patriot Place,2001,43560,2020,10,122,,Active,,,14408688,N,Y,33.081905,-96.499952
MLS Listing,,Single Family Residential,1022 Brockwood Ln,Crandall,TX,75114,165000,3,2,Wynchase Crossing 1 & 2,2040,43560,2016,10,81,13,Active,,,14408393,N,Y,32.6016054,-96.4298473
MLS Listing,,Single Family Residential,1556 Lynx Loop Dr,Forney,TX,75126,419990,4,3,Lynx Hollow,3030,43560,2020,10,139,29,Active,,,14408198,N,Y,32.748185,-96.471931
MLS Listing,,Single Family Residential,608 Buckboard St,Ovilla,TX,75154,330000,3,2,Westmoreland Road,1709,43560,1993,12,193,,Active,,,14405801,N,Y,32.5406503,-96.8809467
MLS Listing,,Single Family Residential,1760 Salado Trl,Waxahachie,TX,75165,393215,4,3,Springside Estates,2708,43560,2020,16,145,33,Active,,,14403112,N,Y,32.423086,-96.773989
MLS Listing,,Single Family Residential,9004 Landi Ln,Flower Mound,TX,75028,1095000,4,5,Montalcino Estates Ph 2,4260,43560,2020,16,257,245,Active,,,14402543,N,Y,33.014567,-97.096955
MLS Listing,,Single Family Residential,2425 Sweeping Meadows Ln,Cedar Hill,TX,75104,399900,4,3,Lake Ridge Sec 16,2677,43560,2006,19,149,31,Active,,,14399535,N,Y,32.5505801,-96.9978135
MLS Listing,,Single Family Residential,5204 Clear Creek Dr,Flower Mound,TX,75022,850000,5,4.5,River Oaks Estates,4822,43560,1999,20,176,54,Active,,,14392908,N,Y,33.0317664,-97.1125116
